"year","scenario","variable","iter","value"
2019,"F.msy","fbar","1",2
2020,"F.msy","fbar","1",2
2021,"F.msy","fbar","1",2
2022,"F.msy","fbar","1",2
2023,"F.msy","fbar","1",2
2024,"F.msy","fbar","1",2
2025,"F.msy","fbar","1",2
1975,"F.msy","fbar","2",0.170091407433291
1976,"F.msy","fbar","2",0.17013333933026
1977,"F.msy","fbar","2",0.188620752480608
1978,"F.msy","fbar","2",0.213642638501744
1979,"F.msy","fbar","2",0.211280317800862
1980,"F.msy","fbar","2",0.217734841596185
1981,"F.msy","fbar","2",0.216835958881735
1982,"F.msy","fbar","2",0.22417227831489
1983,"F.msy","fbar","2",0.235168017252534
1984,"F.msy","fbar","2",0.259993244776007
1985,"F.msy","fbar","2",0.30126780693518
1986,"F.msy","fbar","2",0.265405143207748
1987,"F.msy","fbar","2",0.254403503944875
1988,"F.msy","fbar","2",0.269695783857544
1989,"F.msy","fbar","2",0.276236215601358
1990,"F.msy","fbar","2",0.278902776294511
1991,"F.msy","fbar","2",0.310447113404976
1992,"F.msy","fbar","2",0.368657441179332
1993,"F.msy","fbar","2",0.365776195528077
1994,"F.msy","fbar","2",0.37579053027705
1995,"F.msy","fbar","2",0.466628632864582
1996,"F.msy","fbar","2",0.492883067577475
1997,"F.msy","fbar","2",0.584296419406394
1998,"F.msy","fbar","2",0.551225902776647
1999,"F.msy","fbar","2",0.556638724988218
2000,"F.msy","fbar","2",0.725512312821731
2001,"F.msy","fbar","2",0.830211797138445
2002,"F.msy","fbar","2",0.837680009738691
2003,"F.msy","fbar","2",0.774581038743668
2004,"F.msy","fbar","2",0.64949983873552
2005,"F.msy","fbar","2",0.567446045345908
2006,"F.msy","fbar","2",0.636856332997669
2007,"F.msy","fbar","2",0.776209088493042
2008,"F.msy","fbar","2",0.904917096792443
2009,"F.msy","fbar","2",1.01032176388582
2010,"F.msy","fbar","2",1.22715972168937
2011,"F.msy","fbar","2",1.40848476872425
2012,"F.msy","fbar","2",1.21359836400999
2013,"F.msy","fbar","2",0.989071169955434
2014,"F.msy","fbar","2",1.25064368893439
2015,"F.msy","fbar","2",1.55883114171565
2016,"F.msy","fbar","2",1.66168804640738
2017,"F.msy","fbar","2",2
2018,"F.msy","fbar","2",0.897846189649948
2019,"F.msy","fbar","2",1.18248554043686
2020,"F.msy","fbar","2",1.87244292386896
2021,"F.msy","fbar","2",2
2022,"F.msy","fbar","2",1.55390627742165
2023,"F.msy","fbar","2",0.433323959071145
2024,"F.msy","fbar","2",0.058731694986788
2025,"F.msy","fbar","2",0.0169064729566524
1975,"F.msy","fbar","3",0.228696271361007
1976,"F.msy","fbar","3",0.230663821999769
1977,"F.msy","fbar","3",0.242861815285965
1978,"F.msy","fbar","3",0.264996963134902
1979,"F.msy","fbar","3",0.266477550003932
1980,"F.msy","fbar","3",0.265427437743303
1981,"F.msy","fbar","3",0.256004851277285
1982,"F.msy","fbar","3",0.251903915796291
1983,"F.msy","fbar","3",0.252695088614578
1984,"F.msy","fbar","3",0.282958360735251
1985,"F.msy","fbar","3",0.312285846615917
1986,"F.msy","fbar","3",0.27090767145185
1987,"F.msy","fbar","3",0.24694287012104
1988,"F.msy","fbar","3",0.284774861375219
1989,"F.msy","fbar","3",0.309700518998159
1990,"F.msy","fbar","3",0.346326526646606
1991,"F.msy","fbar","3",0.363311654421049
1992,"F.msy","fbar","3",0.364953599414768
1993,"F.msy","fbar","3",0.343669768664262
1994,"F.msy","fbar","3",0.387220277611633
1995,"F.msy","fbar","3",0.439672541003444
1996,"F.msy","fbar","3",0.4825822701311
1997,"F.msy","fbar","3",0.542221770488269
1998,"F.msy","fbar","3",0.542299751566162
1999,"F.msy","fbar","3",0.575204119229471
2000,"F.msy","fbar","3",0.614292208877368
2001,"F.msy","fbar","3",0.636209258025617
2002,"F.msy","fbar","3",0.642369845416402
2003,"F.msy","fbar","3",0.679996708691463
2004,"F.msy","fbar","3",0.648514978047566
2005,"F.msy","fbar","3",0.631900973073159
2006,"F.msy","fbar","3",0.689450238941813
2007,"F.msy","fbar","3",0.872913607537343
2008,"F.msy","fbar","3",0.916946969713921
2009,"F.msy","fbar","3",1.02201612798291
2010,"F.msy","fbar","3",1.19129021061189
2011,"F.msy","fbar","3",1.31510469750629
2012,"F.msy","fbar","3",1.16629635865549
2013,"F.msy","fbar","3",1.09377335611818
2014,"F.msy","fbar","3",1.21945786001209
2015,"F.msy","fbar","3",1.43809099523172
2016,"F.msy","fbar","3",1.55090821283285
2017,"F.msy","fbar","3",2
2018,"F.msy","fbar","3",0.395068682712
2019,"F.msy","fbar","3",0.252946212531946
2020,"F.msy","fbar","3",0.166488703513133
2021,"F.msy","fbar","3",0.12750266737333
2022,"F.msy","fbar","3",0.0734402285166066
2023,"F.msy","fbar","3",0.0246587957755157
2024,"F.msy","fbar","3",0.00504533677990767
2025,"F.msy","fbar","3",0.0022708823082324
1975,"F.msy","fbar","4",0.192280875898031
1976,"F.msy","fbar","4",0.203854798222767
1977,"F.msy","fbar","4",0.197754200632619
1978,"F.msy","fbar","4",0.201770495352645
1979,"F.msy","fbar","4",0.216275437502444
1980,"F.msy","fbar","4",0.231051027141586
1981,"F.msy","fbar","4",0.221544867952017
1982,"F.msy","fbar","4",0.224188171038447
1983,"F.msy","fbar","4",0.232255421397125
1984,"F.msy","fbar","4",0.287121583082647
1985,"F.msy","fbar","4",0.308133600834328
1986,"F.msy","fbar","4",0.27140401973191
1987,"F.msy","fbar","4",0.258337326446963
1988,"F.msy","fbar","4",0.292407915283197
1989,"F.msy","fbar","4",0.315984720238445
1990,"F.msy","fbar","4",0.319603386142435
1991,"F.msy","fbar","4",0.36603177470966
1992,"F.msy","fbar","4",0.357033259387842
1993,"F.msy","fbar","4",0.371162836102158
1994,"F.msy","fbar","4",0.447184567152269
1995,"F.msy","fbar","4",0.523296594695865
1996,"F.msy","fbar","4",0.524324402164432
1997,"F.msy","fbar","4",0.527898228359859
1998,"F.msy","fbar","4",0.545893955521492
1999,"F.msy","fbar","4",0.520973332627184
2000,"F.msy","fbar","4",0.615945317384522
2001,"F.msy","fbar","4",0.71995053304033
2002,"F.msy","fbar","4",0.773682706706407
2003,"F.msy","fbar","4",0.852110507611957
2004,"F.msy","fbar","4",0.752566734372464
2005,"F.msy","fbar","4",0.615261210394868
2006,"F.msy","fbar","4",0.724950339115734
2007,"F.msy","fbar","4",0.883777583022491
2008,"F.msy","fbar","4",0.977251948392703
2009,"F.msy","fbar","4",0.886756757386191
2010,"F.msy","fbar","4",1.08128976268372
2011,"F.msy","fbar","4",1.24717825658187
2012,"F.msy","fbar","4",1.15223638363005
2013,"F.msy","fbar","4",1.11575936964509
2014,"F.msy","fbar","4",1.27654639476699
2015,"F.msy","fbar","4",1.51658752142585
2016,"F.msy","fbar","4",1.34962649635016
2017,"F.msy","fbar","4",2
2018,"F.msy","fbar","4",0.549929969853244
2019,"F.msy","fbar","4",0.31177476413824
2020,"F.msy","fbar","4",0.152483031822834
2021,"F.msy","fbar","4",0.0970923386000488
2022,"F.msy","fbar","4",0.0510851402045631
2023,"F.msy","fbar","4",0.0171346481759899
2024,"F.msy","fbar","4",0.00363993198899299
2025,"F.msy","fbar","4",0.00170154302324433
1975,"F.msy","fbar","5",0.174803358333806
1976,"F.msy","fbar","5",0.204751621811689
1977,"F.msy","fbar","5",0.201179745564702
1978,"F.msy","fbar","5",0.23314008413237
1979,"F.msy","fbar","5",0.222257940664352
1980,"F.msy","fbar","5",0.259682535917936
1981,"F.msy","fbar","5",0.277986577721253
1982,"F.msy","fbar","5",0.2556960971336
1983,"F.msy","fbar","5",0.27374312345856
1984,"F.msy","fbar","5",0.291688037547476
1985,"F.msy","fbar","5",0.346033248379658
1986,"F.msy","fbar","5",0.258918506482538
1987,"F.msy","fbar","5",0.236042216819874
1988,"F.msy","fbar","5",0.263945226518167
1989,"F.msy","fbar","5",0.268666975654503
1990,"F.msy","fbar","5",0.27481923824654
1991,"F.msy","fbar","5",0.350514831726111
1992,"F.msy","fbar","5",0.365436581956163
1993,"F.msy","fbar","5",0.377973967577683
1994,"F.msy","fbar","5",0.401442295001205
1995,"F.msy","fbar","5",0.410582752096182
1996,"F.msy","fbar","5",0.43601480390218
1997,"F.msy","fbar","5",0.489506849906149
1998,"F.msy","fbar","5",0.486059063559535
1999,"F.msy","fbar","5",0.473823627361405
2000,"F.msy","fbar","5",0.552837666219112
2001,"F.msy","fbar","5",0.709001885122216
2002,"F.msy","fbar","5",0.723282087991845
2003,"F.msy","fbar","5",0.691030135063485
2004,"F.msy","fbar","5",0.630133191234678
2005,"F.msy","fbar","5",0.544344021811688
2006,"F.msy","fbar","5",0.604973870861881
2007,"F.msy","fbar","5",0.690771374704337
2008,"F.msy","fbar","5",0.915394161910753
2009,"F.msy","fbar","5",0.995936929178012
2010,"F.msy","fbar","5",1.34963218502559
2011,"F.msy","fbar","5",1.397049409932
2012,"F.msy","fbar","5",1.36937407926034
2013,"F.msy","fbar","5",1.14094970596971
2014,"F.msy","fbar","5",1.36663788228612
2015,"F.msy","fbar","5",1.87681367053672
2016,"F.msy","fbar","5",1.89581544146047
2017,"F.msy","fbar","5",2
2018,"F.msy","fbar","5",0.458790132346822
2019,"F.msy","fbar","5",0.398156479787028
2020,"F.msy","fbar","5",0.538417956396239
2021,"F.msy","fbar","5",1.5520574417447
2022,"F.msy","fbar","5",2
2023,"F.msy","fbar","5",2
2024,"F.msy","fbar","5",2
2025,"F.msy","fbar","5",1.81184125881024
1975,"F.sq","ssb","1",198649.277338196
1976,"F.sq","ssb","1",264272.71611266
1977,"F.sq","ssb","1",268745.470398525
1978,"F.sq","ssb","1",276890.169795959
1979,"F.sq","ssb","1",271561.150737689
1980,"F.sq","ssb","1",212494.206062557
1981,"F.sq","ssb","1",184286.93522497
1982,"F.sq","ssb","1",144838.002860321
1983,"F.sq","ssb","1",114715.902360366
1984,"F.sq","ssb","1",87933.9292414196
1985,"F.sq","ssb","1",53271.8592654721
1986,"F.sq","ssb","1",59024.9470553458
1987,"F.sq","ssb","1",48382.9264263443
1988,"F.sq","ssb","1",51135.8020828376
1989,"F.sq","ssb","1",58265.1175070058
1990,"F.sq","ssb","1",62627.2978931463
1991,"F.sq","ssb","1",57477.0995743538
1992,"F.sq","ssb","1",61580.0496693186
1993,"F.sq","ssb","1",72650.5678110143
1994,"F.sq","ssb","1",90614.8228796283
1995,"F.sq","ssb","1",131723.183569455
1996,"F.sq","ssb","1",134665.226170482
1997,"F.sq","ssb","1",124000.745067663
1998,"F.sq","ssb","1",133577.857700491
1999,"F.sq","ssb","1",130542.790775038
2000,"F.sq","ssb","1",87788.2009946818
2001,"F.sq","ssb","1",85671.2987549408
2002,"F.sq","ssb","1",97090.9036296355
2003,"F.sq","ssb","1",121585.311760929
2004,"F.sq","ssb","1",170290.952054531
2005,"F.sq","ssb","1",213721.327519269
2006,"F.sq","ssb","1",185413.464773151
2007,"F.sq","ssb","1",127402.867077579
2008,"F.sq","ssb","1",116623.766579854
2009,"F.sq","ssb","1",117376.148999244
2010,"F.sq","ssb","1",102952.889762507
2011,"F.sq","ssb","1",103509.226497648
2012,"F.sq","ssb","1",67101.5827154141
2013,"F.sq","ssb","1",81641.5601963311
2014,"F.sq","ssb","1",91255.0003875018
2015,"F.sq","ssb","1",65499.9545848659
2016,"F.sq","ssb","1",42834.7227231719
2017,"F.sq","ssb","1",35099.8809947087
2018,"F.sq","ssb","1",27969.7149396485
2019,"F.sq","ssb","1",17514.3962548756
2020,"F.sq","ssb","1",7978.96779250664
2021,"F.sq","ssb","1",3566.0728512758
2022,"F.sq","ssb","1",1666.12086088198
2023,"F.sq","ssb","1",671.494592520388
2024,"F.sq","ssb","1",272.319409843692
2025,"F.sq","ssb","1",120.413340375626
1975,"F.sq","ssb","2",224786.69320881
1976,"F.sq","ssb","2",282744.712692808
1977,"F.sq","ssb","2",301120.207552168
1978,"F.sq","ssb","2",298556.907804782
1979,"F.sq","ssb","2",316492.753005424
1980,"F.sq","ssb","2",274778.744476666
1981,"F.sq","ssb","2",224981.090561497
1982,"F.sq","ssb","2",167526.380880668
1983,"F.sq","ssb","2",116707.967386049
1984,"F.sq","ssb","2",88230.7283502866
1985,"F.sq","ssb","2",55496.724127167
1986,"F.sq","ssb","2",57802.0627301644
1987,"F.sq","ssb","2",49463.0706473934
1988,"F.sq","ssb","2",58793.3193388446
1989,"F.sq","ssb","2",71823.2171950279
1990,"F.sq","ssb","2",83589.5135863539
1991,"F.sq","ssb","2",75145.4888886567
1992,"F.sq","ssb","2",82507.9828773541
1993,"F.sq","ssb","2",79974.8845560404
1994,"F.sq","ssb","2",91443.9793312073
1995,"F.sq","ssb","2",111850.810427746
1996,"F.sq","ssb","2",108300.804967539
1997,"F.sq","ssb","2",125560.712326097
1998,"F.sq","ssb","2",142837.49667545
1999,"F.sq","ssb","2",134122.42734311
2000,"F.sq","ssb","2",87311.8280209718
2001,"F.sq","ssb","2",90123.7451766797
2002,"F.sq","ssb","2",98088.8248195943
2003,"F.sq","ssb","2",116043.729978509
2004,"F.sq","ssb","2",166315.975365976
2005,"F.sq","ssb","2",213830.768043643
2006,"F.sq","ssb","2",187044.062540593
2007,"F.sq","ssb","2",135484.758345739
2008,"F.sq","ssb","2",132669.370839541
2009,"F.sq","ssb","2",124134.799846044
2010,"F.sq","ssb","2",103936.624785733
2011,"F.sq","ssb","2",101643.290850165
2012,"F.sq","ssb","2",76974.6300319962
2013,"F.sq","ssb","2",86080.7478688295
2014,"F.sq","ssb","2",83407.7495304258
2015,"F.sq","ssb","2",62240.1779990006
2016,"F.sq","ssb","2",47025.8538687602
2017,"F.sq","ssb","2",46845.9495511537
2018,"F.sq","ssb","2",36532.2033295846
2019,"F.sq","ssb","2",25931.1172305233
2020,"F.sq","ssb","2",21801.1840994205
2021,"F.sq","ssb","2",19607.4755620996
2022,"F.sq","ssb","2",17583.4504727618
2023,"F.sq","ssb","2",20931.9255598928
2024,"F.sq","ssb","2",29678.498737367
2025,"F.sq","ssb","2",46922.5753499079
1975,"F.sq","ssb","3",177725.800506489
1976,"F.sq","ssb","3",251160.77108555
1977,"F.sq","ssb","3",285691.771500325
1978,"F.sq","ssb","3",269561.928289102
1979,"F.sq","ssb","3",234317.575176412
1980,"F.sq","ssb","3",196202.615137922
1981,"F.sq","ssb","3",186025.732695844
1982,"F.sq","ssb","3",151613.547314652
1983,"F.sq","ssb","3",120237.763269939
1984,"F.sq","ssb","3",94608.689567755
1985,"F.sq","ssb","3",58384.3122466723
1986,"F.sq","ssb","3",59361.9123061991
1987,"F.sq","ssb","3",49044.9439776903
1988,"F.sq","ssb","3",56592.3303577192
1989,"F.sq","ssb","3",66886.2215405093
1990,"F.sq","ssb","3",76945.0640238024
1991,"F.sq","ssb","3",71796.4377759656
1992,"F.sq","ssb","3",78413.2397259614
1993,"F.sq","ssb","3",76823.5679551318
1994,"F.sq","ssb","3",93600.2267651924
1995,"F.sq","ssb","3",120927.525513221
1996,"F.sq","ssb","3",131090.558901654
1997,"F.sq","ssb","3",115826.647704072
1998,"F.sq","ssb","3",127223.383071895
1999,"F.sq","ssb","3",117422.11525229
2000,"F.sq","ssb","3",80070.0173497098
2001,"F.sq","ssb","3",93919.3930338969
2002,"F.sq","ssb","3",99691.9925241935
2003,"F.sq","ssb","3",114414.708830356
2004,"F.sq","ssb","3",152445.188458989
2005,"F.sq","ssb","3",194529.345422942
2006,"F.sq","ssb","3",181703.152918474
2007,"F.sq","ssb","3",142550.317777381
2008,"F.sq","ssb","3",121897.378044074
2009,"F.sq","ssb","3",118893.324910271
2010,"F.sq","ssb","3",116822.841636139
2011,"F.sq","ssb","3",110418.463767833
2012,"F.sq","ssb","3",74643.3012213781
2013,"F.sq","ssb","3",86093.9329466794
2014,"F.sq","ssb","3",91986.0393290043
2015,"F.sq","ssb","3",84111.3531289474
2016,"F.sq","ssb","3",63016.0774390816
2017,"F.sq","ssb","3",93511.8378030794
2018,"F.sq","ssb","3",138924.162125143
2019,"F.sq","ssb","3",153337.492679225
2020,"F.sq","ssb","3",160971.447310205
2021,"F.sq","ssb","3",169748.295550443
2022,"F.sq","ssb","3",183335.059466232
2023,"F.sq","ssb","3",180176.075055717
2024,"F.sq","ssb","3",212981.661812187
2025,"F.sq","ssb","3",246380.125142067
1975,"F.sq","ssb","4",202809.887767979
1976,"F.sq","ssb","4",300100.259547863
1977,"F.sq","ssb","4",330219.168825701
1978,"F.sq","ssb","4",307049.031597617
1979,"F.sq","ssb","4",296723.512590021
1980,"F.sq","ssb","4",234248.486336141
1981,"F.sq","ssb","4",200082.543584381
1982,"F.sq","ssb","4",164450.255261762
1983,"F.sq","ssb","4",123109.92568457
1984,"F.sq","ssb","4",95873.1841565485
1985,"F.sq","ssb","4",56710.3364321545
1986,"F.sq","ssb","4",58758.5815009793
1987,"F.sq","ssb","4",49509.7784884709
1988,"F.sq","ssb","4",55914.336316292
1989,"F.sq","ssb","4",64259.857593183
1990,"F.sq","ssb","4",70937.8813589433
1991,"F.sq","ssb","4",68244.9635151838
1992,"F.sq","ssb","4",72813.0420160413
1993,"F.sq","ssb","4",76164.8555046522
1994,"F.sq","ssb","4",89336.6786527144
1995,"F.sq","ssb","4",110642.965580781
1996,"F.sq","ssb","4",107746.456863306
1997,"F.sq","ssb","4",113133.385487872
1998,"F.sq","ssb","4",135102.90180691
1999,"F.sq","ssb","4",129085.954548353
2000,"F.sq","ssb","4",86876.1136461711
2001,"F.sq","ssb","4",86181.8118392773
2002,"F.sq","ssb","4",84259.5006887794
2003,"F.sq","ssb","4",105601.134396007
2004,"F.sq","ssb","4",147750.066633418
2005,"F.sq","ssb","4",188967.85505968
2006,"F.sq","ssb","4",172454.440000428
2007,"F.sq","ssb","4",115991.94314353
2008,"F.sq","ssb","4",118003.924313466
2009,"F.sq","ssb","4",109168.056704845
2010,"F.sq","ssb","4",100624.328574539
2011,"F.sq","ssb","4",100433.050761393
2012,"F.sq","ssb","4",81936.7114332843
2013,"F.sq","ssb","4",95497.8615332995
2014,"F.sq","ssb","4",109927.794876927
2015,"F.sq","ssb","4",83968.6240279362
2016,"F.sq","ssb","4",55835.778211111
2017,"F.sq","ssb","4",66141.352550799
2018,"F.sq","ssb","4",136689.578171366
2019,"F.sq","ssb","4",183071.937032978
2020,"F.sq","ssb","4",212626.9513201
2021,"F.sq","ssb","4",219115.248097382
2022,"F.sq","ssb","4",220475.978487654
2023,"F.sq","ssb","4",223145.734575985
2024,"F.sq","ssb","4",233044.431884844
2025,"F.sq","ssb","4",240576.45482485
1975,"F.sq","ssb","5",220895.713111262
1976,"F.sq","ssb","5",302224.832186308
1977,"F.sq","ssb","5",318898.993485911
1978,"F.sq","ssb","5",321455.437893855
1979,"F.sq","ssb","5",285289.374962154
1980,"F.sq","ssb","5",238462.002396997
1981,"F.sq","ssb","5",195576.41018049
1982,"F.sq","ssb","5",159018.0618139
1983,"F.sq","ssb","5",127981.617862224
1984,"F.sq","ssb","5",91166.223840771
1985,"F.sq","ssb","5",58319.0966591305
1986,"F.sq","ssb","5",59918.1002123244
1987,"F.sq","ssb","5",51590.639309332
1988,"F.sq","ssb","5",63415.1569977949
1989,"F.sq","ssb","5",70170.1126417728
1990,"F.sq","ssb","5",72281.5451130393
1991,"F.sq","ssb","5",67654.6654249284
1992,"F.sq","ssb","5",71550.3849889531
1993,"F.sq","ssb","5",77541.7990516457
1994,"F.sq","ssb","5",98659.9988832339
1995,"F.sq","ssb","5",127416.015692911
1996,"F.sq","ssb","5",126004.942904239
1997,"F.sq","ssb","5",124475.197886497
1998,"F.sq","ssb","5",145107.010634933
1999,"F.sq","ssb","5",134666.957039151
2000,"F.sq","ssb","5",86482.4288869493
2001,"F.sq","ssb","5",92886.423522013
2002,"F.sq","ssb","5",98201.1583782537
2003,"F.sq","ssb","5",123835.949480639
2004,"F.sq","ssb","5",163718.626868303
2005,"F.sq","ssb","5",202663.779581555
2006,"F.sq","ssb","5",176464.72155875
2007,"F.sq","ssb","5",119887.055820089
2008,"F.sq","ssb","5",125755.773855536
2009,"F.sq","ssb","5",126868.405158942
2010,"F.sq","ssb","5",113924.300528397
2011,"F.sq","ssb","5",104791.037647944
2012,"F.sq","ssb","5",70751.7822069246
2013,"F.sq","ssb","5",91431.0201837721
2014,"F.sq","ssb","5",106195.678014567
2015,"F.sq","ssb","5",88630.7918530764
2016,"F.sq","ssb","5",60919.2194944486
2017,"F.sq","ssb","5",85648.2125928318
2018,"F.sq","ssb","5",73960.2352565718
2019,"F.sq","ssb","5",38555.0686645738
2020,"F.sq","ssb","5",12215.8873721009
2021,"F.sq","ssb","5",3756.54254842391
2022,"F.sq","ssb","5",1319.26382114034
2023,"F.sq","ssb","5",662.079645038437
2024,"F.sq","ssb","5",379.216845492155
2025,"F.sq","ssb","5",273.428253462679
1975,"F.sq","catch","1",22048.73007
1976,"F.sq","catch","1",28000.72942
1977,"F.sq","catch","1",35565.00354
1978,"F.sq","catch","1",54624.17894
1979,"F.sq","catch","1",50378.17164
1980,"F.sq","catch","1",61323.02223
1981,"F.sq","catch","1",33421.74113
1982,"F.sq","catch","1",36425.17196
1983,"F.sq","catch","1",27200.90601
1984,"F.sq","catch","1",28211.43372
1985,"F.sq","catch","1",45198.39548
1986,"F.sq","catch","1",16446.271
1987,"F.sq","catch","1",4848.318151
1988,"F.sq","catch","1",11623.87497
1989,"F.sq","catch","1",14286.63534
1990,"F.sq","catch","1",14363.17508
1991,"F.sq","catch","1",21371.01332
1992,"F.sq","catch","1",14557.37862
1993,"F.sq","catch","1",14561.88131
1994,"F.sq","catch","1",21424.41375
1995,"F.sq","catch","1",35664.7971
1996,"F.sq","catch","1",30303.80881
1997,"F.sq","catch","1",39040.09087
1998,"F.sq","catch","1",32294.13963
1999,"F.sq","catch","1",29382.57464
2000,"F.sq","catch","1",37952.39043
2001,"F.sq","catch","1",33983.79591
2002,"F.sq","catch","1",26721.01213
2003,"F.sq","catch","1",31172.07829
2004,"F.sq","catch","1",38858.99643
2005,"F.sq","catch","1",57300.94046
2006,"F.sq","catch","1",60802.71836
2007,"F.sq","catch","1",65316.92518
2008,"F.sq","catch","1",49100.95557
2009,"F.sq","catch","1",52268.52301
2010,"F.sq","catch","1",53709.64951
2011,"F.sq","catch","1",45263.0135
2012,"F.sq","catch","1",36044.85372
2013,"F.sq","catch","1",28043.03506
2014,"F.sq","catch","1",31943.05776
2015,"F.sq","catch","1",39736.66714
2016,"F.sq","catch","1",34251.71084
2017,"F.sq","catch","1",18522.6594426508
2018,"F.sq","catch","1",12924.4162572095
2019,"F.sq","catch","1",10265.273129215
2020,"F.sq","catch","1",6601.76392964987
2021,"F.sq","catch","1",3088.74365049514
2022,"F.sq","catch","1",1300.36571505761
2023,"F.sq","catch","1",634.117550561701
2024,"F.sq","catch","1",254.861680459658
2025,"F.sq","catch","1",101.275413682804
1975,"F.sq","catch","2",22048.73007
1976,"F.sq","catch","2",28000.72942
1977,"F.sq","catch","2",35565.00354
1978,"F.sq","catch","2",54624.17894
1979,"F.sq","catch","2",50378.17164
1980,"F.sq","catch","2",61323.02223
1981,"F.sq","catch","2",33421.74113
1982,"F.sq","catch","2",36425.17196
1983,"F.sq","catch","2",27200.90601
1984,"F.sq","catch","2",28211.43372
1985,"F.sq","catch","2",45198.39548
1986,"F.sq","catch","2",16446.271
1987,"F.sq","catch","2",4848.318151
1988,"F.sq","catch","2",11623.87497
1989,"F.sq","catch","2",14286.63534
1990,"F.sq","catch","2",14363.17508
1991,"F.sq","catch","2",21371.01332
1992,"F.sq","catch","2",14557.37862
1993,"F.sq","catch","2",14561.88131
1994,"F.sq","catch","2",21424.41375
1995,"F.sq","catch","2",35664.7971
1996,"F.sq","catch","2",30303.80881
1997,"F.sq","catch","2",39040.09087
1998,"F.sq","catch","2",32294.13963
1999,"F.sq","catch","2",29382.57464
2000,"F.sq","catch","2",37952.39043
2001,"F.sq","catch","2",33983.79591
2002,"F.sq","catch","2",26721.01213
2003,"F.sq","catch","2",31172.07829
2004,"F.sq","catch","2",38858.99643
2005,"F.sq","catch","2",57300.94046
2006,"F.sq","catch","2",60802.71836
2007,"F.sq","catch","2",65316.92518
2008,"F.sq","catch","2",49100.95557
2009,"F.sq","catch","2",52268.52301
2010,"F.sq","catch","2",53709.64951
2011,"F.sq","catch","2",45263.0135
2012,"F.sq","catch","2",36044.85372
2013,"F.sq","catch","2",28043.03506
2014,"F.sq","catch","2",31943.05776
2015,"F.sq","catch","2",39736.66714
2016,"F.sq","catch","2",34251.71084
2017,"F.sq","catch","2",21758.511442527
2018,"F.sq","catch","2",18049.842994829
2019,"F.sq","catch","2",14321.3607869419
2020,"F.sq","catch","2",10286.228426642
2021,"F.sq","catch","2",8535.1986541301
2022,"F.sq","catch","2",6636.32598729154
2023,"F.sq","catch","2",1269.08359876532
2024,"F.sq","catch","2",434.87071153041
2025,"F.sq","catch","2",229.744624788045
1975,"F.sq","catch","3",22048.73007
1976,"F.sq","catch","3",28000.72942
1977,"F.sq","catch","3",35565.00354
1978,"F.sq","catch","3",54624.17894
1979,"F.sq","catch","3",50378.17164
1980,"F.sq","catch","3",61323.02223
1981,"F.sq","catch","3",33421.74113
1982,"F.sq","catch","3",36425.17196
1983,"F.sq","catch","3",27200.90601
1984,"F.sq","catch","3",28211.43372
1985,"F.sq","catch","3",45198.39548
1986,"F.sq","catch","3",16446.271
1987,"F.sq","catch","3",4848.318151
1988,"F.sq","catch","3",11623.87497
1989,"F.sq","catch","3",14286.63534
1990,"F.sq","catch","3",14363.17508
1991,"F.sq","catch","3",21371.01332
1992,"F.sq","catch","3",14557.37862
1993,"F.sq","catch","3",14561.88131
1994,"F.sq","catch","3",21424.41375
1995,"F.sq","catch","3",35664.7971
1996,"F.sq","catch","3",30303.80881
1997,"F.sq","catch","3",39040.09087
1998,"F.sq","catch","3",32294.13963
1999,"F.sq","catch","3",29382.57464
2000,"F.sq","catch","3",37952.39043
2001,"F.sq","catch","3",33983.79591
2002,"F.sq","catch","3",26721.01213
2003,"F.sq","catch","3",31172.07829
2004,"F.sq","catch","3",38858.99643
2005,"F.sq","catch","3",57300.94046
2006,"F.sq","catch","3",60802.71836
2007,"F.sq","catch","3",65316.92518
2008,"F.sq","catch","3",49100.95557
2009,"F.sq","catch","3",52268.52301
2010,"F.sq","catch","3",53709.64951
2011,"F.sq","catch","3",45263.0135
2012,"F.sq","catch","3",36044.85372
2013,"F.sq","catch","3",28043.03506
2014,"F.sq","catch","3",31943.05776
2015,"F.sq","catch","3",39736.66714
2016,"F.sq","catch","3",34251.71084
2017,"F.sq","catch","3",29988.3796484355
2018,"F.sq","catch","3",19397.3095891201
2019,"F.sq","catch","3",24819.490312725
2020,"F.sq","catch","3",25211.8695768052
2021,"F.sq","catch","3",14291.1198321675
2022,"F.sq","catch","3",6620.79596566804
2023,"F.sq","catch","3",1255.22986004564
2024,"F.sq","catch","3",429.568686798894
2025,"F.sq","catch","3",226.715961074671
1975,"F.sq","catch","4",22048.73007
1976,"F.sq","catch","4",28000.72942
1977,"F.sq","catch","4",35565.00354
1978,"F.sq","catch","4",54624.17894
1979,"F.sq","catch","4",50378.17164
1980,"F.sq","catch","4",61323.02223
1981,"F.sq","catch","4",33421.74113
1982,"F.sq","catch","4",36425.17196
1983,"F.sq","catch","4",27200.90601
1984,"F.sq","catch","4",28211.43372
1985,"F.sq","catch","4",45198.39548
1986,"F.sq","catch","4",16446.271
1987,"F.sq","catch","4",4848.318151
1988,"F.sq","catch","4",11623.87497
1989,"F.sq","catch","4",14286.63534
1990,"F.sq","catch","4",14363.17508
1991,"F.sq","catch","4",21371.01332
1992,"F.sq","catch","4",14557.37862
1993,"F.sq","catch","4",14561.88131
